대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이용거리(M),이용시간(본)
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)",\N,"AGE_003","5","112.67","0.94","4053.17","41"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)",\N,"AGE_005","4","225.67","2.00","8625.23","59"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)",\N,"AGE_007","1","63.20","0.62","2660.00","18"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","F","AGE_001","2","96.48","1.02","4400.10","36"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","F","AGE_002","15","662.25","6.32","27249.81","233"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","F","AGE_003","9","576.75","5.97","25678.41","287"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","F","AGE_004","1","42.35","0.53","2275.22","57"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","F","AGE_005","1","127.72","1.36","5864.29","51"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","F","AGE_008","1","107.05","1.06","4582.02","46"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","M","AGE_001","2","282.25","2.48","10701.94","128"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","M","AGE_002","4","367.48","3.02","13036.28","278"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","M","AGE_003","2","149.76","1.35","5818.06","124"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","M","AGE_004","3","160.12","1.07","4628.49","23"
"2021-09","04667","4667. 폭포동입구 교차로","일일(회원)","M","AGE_008","9","977.68","7.84","33704.42","229"
"2021-09","04667","4667. 폭포동입구 교차로","정기",\N,"AGE_001","10","2062.95","18.59","80146.41","544"
"2021-09","04667","4667. 폭포동입구 교차로","정기",\N,"AGE_002","80","2850.00","27.75","119639.96","1041"
"2021-09","04667","4667. 폭포동입구 교차로","정기",\N,"AGE_003","4","107.40","1.00","4276.99","24"
"2021-09","04667","4667. 폭포동입구 교차로","정기",\N,"AGE_004","25","4033.23","29.84","128597.88","1178"
"2021-09","04667","4667. 폭포동입구 교차로","정기",\N,"AGE_005","1","68.63","0.62","2666.27","15"
"2021-09","04667","4667. 폭포동입구 교차로","정기",\N,"AGE_006","2","70.63","0.64","2759.08","18"
"2021-09","04667","4667. 폭포동입구 교차로","정기",\N,"AGE_008","6","269.78","2.54","11001.01","82"
"2021-09","04667","4667. 폭포동입구 교차로","정기","","AGE_002","1","139.93","1.11","4775.03","36"
"2021-09","04667","4667. 폭포동입구 교차로","정기","F","AGE_001","7","486.78","5.00","21601.20","153"
"2021-09","04667","4667. 폭포동입구 교차로","정기","F","AGE_002","20","732.13","7.55","32542.57","305"
"2021-09","04667","4667. 폭포동입구 교차로","정기","F","AGE_003","18","728.64","7.17","30889.02","283"
"2021-09","04667","4667. 폭포동입구 교차로","정기","F","AGE_004","14","2101.36","19.13","82387.52","590"
"2021-09","04667","4667. 폭포동입구 교차로","정기","F","AGE_005","8","713.61","6.67","28734.30","258"
"2021-09","04667","4667. 폭포동입구 교차로","정기","F","AGE_007","9","169.79","1.63","7029.12","69"
"2021-09","04667","4667. 폭포동입구 교차로","정기","F","AGE_008","14","1381.74","12.53","54009.74","596"
"2021-09","04667","4667. 폭포동입구 교차로","정기","M","AGE_001","23","1041.49","9.55","41038.52","333"
"2021-09","04667","4667. 폭포동입구 교차로","정기","M","AGE_002","33","2686.19","20.97","90365.82","998"
"2021-09","04667","4667. 폭포동입구 교차로","정기","M","AGE_003","16","893.14","6.58","28367.48","461"
"2021-09","04667","4667. 폭포동입구 교차로","정기","M","AGE_004","9","893.10","6.42","27650.98","199"
"2021-09","04667","4667. 폭포동입구 교차로","정기","M","AGE_005","23","1558.86","12.49","53890.12","643"
"2021-09","04667","4667. 폭포동입구 교차로","정기","M","AGE_006","17","955.48","8.05","34663.52","297"
"2021-09","04667","4667. 폭포동입구 교차로","정기","M","AGE_007","2","356.68","3.12","13443.25","58"
"2021-09","04667","4667. 폭포동입구 교차로","정기","M","AGE_008","48","3310.94","28.78","123908.84","722"
"2021-09","04668","4668. 기자촌사거리","단체",\N,"AGE_003","3","256.98","1.93","8320.00","92"
"2021-09","04668","4668. 기자촌사거리","단체","M","AGE_004","6","402.05","3.57","15358.84","149"
"2021-09","04668","4668. 기자촌사거리","단체","M","AGE_008","1","0.00","0.00","0.00","10"
"2021-09","04668","4668. 기자촌사거리","일일(비회원)",\N,"AGE_008","4","817.09","7.36","31744.12","263"
"2021-09","04668","4668. 기자촌사거리","일일(회원)",\N,"AGE_001","1","76.03","0.56","2400.00","19"
"2021-09","04668","4668. 기자촌사거리","일일(회원)",\N,"AGE_002","12","915.25","7.51","32375.95","279"
"2021-09","04668","4668. 기자촌사거리","일일(회원)",\N,"AGE_003","2","215.59","1.64","7088.18","70"
"2021-09","04668","4668. 기자촌사거리","일일(회원)",\N,"AGE_004","2","268.28","3.05","13156.83","106"
"2021-09","04668","4668. 기자촌사거리","일일(회원)",\N,"AGE_008","3","80.17","0.84","3638.44","32"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","F","AGE_001","3","131.72","1.28","5535.30","98"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","F","AGE_002","6","781.34","7.31","31520.10","264"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","F","AGE_003","2","9.85","0.11","469.28","26"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","F","AGE_004","2","149.80","1.64","7080.00","72"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","F","AGE_006","1","19.81","0.21","909.76","36"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","F","AGE_008","7","302.36","2.83","12204.14","134"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","M","AGE_001","4","454.42","3.84","16516.55","133"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","M","AGE_002","5","378.81","2.67","11496.09","64"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","M","AGE_003","1","72.49","0.50","2153.50","18"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","M","AGE_004","3","125.77","0.90","3895.93","59"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","M","AGE_005","2","88.59","0.79","3421.94","32"
"2021-09","04668","4668. 기자촌사거리","일일(회원)","M","AGE_008","3","102.94","0.88","3762.79","28"
"2021-09","04668","4668. 기자촌사거리","정기",\N,"AGE_001","5","171.91","1.63","6997.72","58"
"2021-09","04668","4668. 기자촌사거리","정기",\N,"AGE_002","28","949.79","8.05","34807.91","284"
"2021-09","04668","4668. 기자촌사거리","정기",\N,"AGE_003","5","301.39","2.61","11267.44","138"
"2021-09","04668","4668. 기자촌사거리","정기",\N,"AGE_004","28","1152.17","10.43","44929.44","399"
"2021-09","04668","4668. 기자촌사거리","정기",\N,"AGE_005","6","310.06","2.50","10742.30","131"
"2021-09","04668","4668. 기자촌사거리","정기",\N,"AGE_006","3","75.34","0.65","2814.30","28"
"2021-09","04668","4668. 기자촌사거리","정기",\N,"AGE_008","4","56.37","0.51","2190.00","14"
"2021-09","04668","4668. 기자촌사거리","정기","","AGE_002","12","186.56","2.16","9310.02","89"
"2021-09","04668","4668. 기자촌사거리","정기","","AGE_003","1","62.73","0.31","1320.00","8"
"2021-09","04668","4668. 기자촌사거리","정기","","AGE_004","6","95.86","0.92","4033.92","19"
"2021-09","04668","4668. 기자촌사거리","정기","","AGE_005","3","150.62","1.39","6004.02","36"
"2021-09","04668","4668. 기자촌사거리","정기","","AGE_006","1","19.40","0.16","700.00","3"
"2021-09","04668","4668. 기자촌사거리","정기","","AGE_008","1","113.23","1.02","4399.12","38"
"2021-09","04668","4668. 기자촌사거리","정기","F","AGE_002","23","878.75","8.68","37460.17","358"
"2021-09","04668","4668. 기자촌사거리","정기","F","AGE_003","8","214.02","2.24","9669.71","94"
"2021-09","04668","4668. 기자촌사거리","정기","F","AGE_004","4","323.28","2.77","11916.90","89"
"2021-09","04668","4668. 기자촌사거리","정기","F","AGE_005","1","19.32","0.21","886.92","6"
"2021-09","04668","4668. 기자촌사거리","정기","F","AGE_006","2","50.31","0.53","2310.00","19"
"2021-09","04668","4668. 기자촌사거리","정기","F","AGE_008","2","84.12","0.76","3267.95","19"
"2021-09","04668","4668. 기자촌사거리","정기","M","AGE_001","18","565.31","5.16","22294.98","206"
"2021-09","04668","4668. 기자촌사거리","정기","M","AGE_002","27","1724.48","11.88","51239.48","385"
"2021-09","04668","4668. 기자촌사거리","정기","M","AGE_003","9","469.73","3.80","16385.35","143"
"2021-09","04668","4668. 기자촌사거리","정기","M","AGE_004","25","762.21","6.39","27495.90","360"
"2021-09","04668","4668. 기자촌사거리","정기","M","AGE_005","20","1011.80","8.46","36405.80","591"
"2021-09","04668","4668. 기자촌사거리","정기","M","AGE_006","7","590.23","5.35","23045.53","168"
"2021-09","04668","4668. 기자촌사거리","정기","M","AGE_007","11","478.40","4.19","18030.90","88"
"2021-09","04668","4668. 기자촌사거리","정기","M","AGE_008","23","1330.03","9.75","42072.20","411"
"2021-09","04671","4671. 청구성심병원 앞","단체",\N,"AGE_003","4","703.89","5.50","23700.00","172"
"2021-09","04671","4671. 청구성심병원 앞","단체",\N,"AGE_004","2","143.29","0.93","4020.42","92"
"2021-09","04671","4671. 청구성심병원 앞","단체","M","AGE_002","2","548.80","4.95","21320.72","221"
"2021-09","04671","4671. 청구성심병원 앞","일일(비회원)",\N,"AGE_002","1","57.22","0.52","2222.93","30"
"2021-09","04671","4671. 청구성심병원 앞","일일(비회원)",\N,"AGE_008","11","1117.64","10.08","43420.44","574"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)",\N,"AGE_001","6","352.25","3.16","13615.68","144"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)",\N,"AGE_002","37","2608.99","25.09","108105.02","1286"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)",\N,"AGE_003","8","494.99","4.80","20706.21","180"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)",\N,"AGE_004","5","408.37","3.41","14709.61","189"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)",\N,"AGE_008","3","605.36","5.95","25688.12","280"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","","AGE_002","4","277.77","2.47","10690.81","122"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","","AGE_004","1","83.64","0.61","2640.00","12"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","F","AGE_001","6","426.13","4.09","17641.85","257"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","F","AGE_002","38","2865.33","28.20","121499.34","1095"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","F","AGE_003","16","1844.34","19.13","82494.56","710"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","F","AGE_004","4","82.50","0.75","3205.20","204"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","F","AGE_005","2","32.18","0.29","1250.00","42"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","F","AGE_006","10","517.47","4.44","19159.69","277"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","F","AGE_008","6","343.75","3.45","14874.86","119"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","M","AGE_001","8","369.91","2.99","12865.67","218"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","M","AGE_002","24","2887.89","21.59","93131.68","1054"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","M","AGE_003","12","1365.58","10.43","45022.79","486"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","M","AGE_004","3","675.32","6.05","26066.21","142"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","M","AGE_005","2","39.38","0.35","1530.00","33"
"2021-09","04671","4671. 청구성심병원 앞","일일(회원)","M","AGE_008","25","978.17","8.00","34396.81","520"
"2021-09","04671","4671. 청구성심병원 앞","정기",\N,"AGE_001","5","329.38","2.94","12668.95","90"
"2021-09","04671","4671. 청구성심병원 앞","정기",\N,"AGE_002","128","7078.27","65.53","282581.50","2432"
"2021-09","04671","4671. 청구성심병원 앞","정기",\N,"AGE_003","36","2295.13","20.51","88461.76","991"
"2021-09","04671","4671. 청구성심병원 앞","정기",\N,"AGE_004","39","2956.42","24.52","105853.07","887"
"2021-09","04671","4671. 청구성심병원 앞","정기",\N,"AGE_005","29","2369.23","21.50","92634.03","793"
"2021-09","04671","4671. 청구성심병원 앞","정기",\N,"AGE_006","1","37.64","0.41","1760.00","12"
"2021-09","04671","4671. 청구성심병원 앞","정기",\N,"AGE_008","6","45.49","0.42","1801.12","78"
"2021-09","04671","4671. 청구성심병원 앞","정기","","AGE_002","16","707.42","5.70","24568.34","323"
"2021-09","04671","4671. 청구성심병원 앞","정기","","AGE_003","4","465.33","4.68","20130.40","135"
"2021-09","04671","4671. 청구성심병원 앞","정기","","AGE_008","1","26.00","0.23","1010.00","8"
"2021-09","04671","4671. 청구성심병원 앞","정기","F","AGE_001","1","68.73","0.68","2941.56","18"
"2021-09","04671","4671. 청구성심병원 앞","정기","F","AGE_002","87","4235.61","43.96","189352.87","1794"
"2021-09","04671","4671. 청구성심병원 앞","정기","F","AGE_003","59","4031.17","40.05","172559.72","2069"
"2021-09","04671","4671. 청구성심병원 앞","정기","F","AGE_004","41","2244.80","22.34","96211.56","884"
"2021-09","04671","4671. 청구성심병원 앞","정기","F","AGE_005","9","299.33","2.87","12371.23","419"
"2021-09","04671","4671. 청구성심병원 앞","정기","F","AGE_006","5","172.10","1.70","7334.79","87"
"2021-09","04671","4671. 청구성심병원 앞","정기","F","AGE_008","30","2334.00","22.66","97786.83","1137"
"2021-09","04671","4671. 청구성심병원 앞","정기","M","AGE_001","1","38.35","0.35","1490.00","25"
"2021-09","04671","4671. 청구성심병원 앞","정기","M","AGE_002","55","2252.21","18.57","80114.16","755"
"2021-09","04671","4671. 청구성심병원 앞","정기","M","AGE_003","95","6307.96","47.40","204341.16","1716"
"2021-09","04671","4671. 청구성심병원 앞","정기","M","AGE_004","39","4826.27","38.60","166413.67","1484"
"2021-09","04671","4671. 청구성심병원 앞","정기","M","AGE_005","33","1693.14","13.75","59329.10","593"
"2021-09","04671","4671. 청구성심병원 앞","정기","M","AGE_006","5","877.18","7.07","30464.94","262"
"2021-09","04671","4671. 청구성심병원 앞","정기","M","AGE_008","25","1192.50","10.69","46035.21","535"
"2021-09","04672","4672. 준빌딩 앞","단체","F","AGE_003","2","100.74","1.23","5300.00","63"
"2021-09","04672","4672. 준빌딩 앞","일일(비회원)",\N,"AGE_008","3","291.23","2.62","11314.33","96"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)",\N,"AGE_001","5","419.26","4.33","18633.31","131"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)",\N,"AGE_002","12","925.71","8.06","34705.06","347"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)",\N,"AGE_003","7","1380.44","11.04","47587.93","312"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)",\N,"AGE_004","7","659.58","7.13","30747.93","375"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","F","AGE_001","3","327.65","3.46","14928.90","113"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","F","AGE_002","10","906.17","9.60","41403.65","406"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","F","AGE_003","3","354.82","3.15","13567.14","189"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","F","AGE_004","3","355.86","4.51","19410.00","127"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","F","AGE_005","1","119.56","1.37","5920.00","53"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","F","AGE_006","1","65.00","0.66","2830.00","23"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","F","AGE_008","2","124.16","1.18","5051.39","60"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","M","AGE_001","2","63.08","0.58","2488.85","34"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","M","AGE_002","8","923.65","7.36","31714.05","570"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","M","AGE_003","5","775.35","6.19","26680.65","265"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","M","AGE_004","2","207.72","1.56","6725.09","45"
"2021-09","04672","4672. 준빌딩 앞","일일(회원)","M","AGE_008","4","74.82","0.66","2862.80","46"
"2021-09","04672","4672. 준빌딩 앞","정기",\N,"AGE_001","1","0.00","0.00","0.00","9"
"2021-09","04672","4672. 준빌딩 앞","정기",\N,"AGE_002","38","2285.49","19.93","85912.80","598"
"2021-09","04672","4672. 준빌딩 앞","정기",\N,"AGE_003","11","1016.06","8.38","36067.54","297"
"2021-09","04672","4672. 준빌딩 앞","정기",\N,"AGE_004","23","729.17","6.72","29061.82","229"
"2021-09","04672","4672. 준빌딩 앞","정기",\N,"AGE_005","9","285.15","2.53","10847.07","108"
"2021-09","04672","4672. 준빌딩 앞","정기",\N,"AGE_007","1","0.00","0.00","0.00","80"
"2021-09","04672","4672. 준빌딩 앞","정기","","AGE_002","11","590.93","5.01","21526.51","177"
"2021-09","04672","4672. 준빌딩 앞","정기","","AGE_003","2","29.40","0.31","1350.00","18"
"2021-09","04672","4672. 준빌딩 앞","정기","","AGE_004","1","22.55","0.18","780.00","9"
"2021-09","04672","4672. 준빌딩 앞","정기","F","AGE_001","1","19.54","0.24","1050.00","9"
"2021-09","04672","4672. 준빌딩 앞","정기","F","AGE_002","40","1327.88","13.87","59829.71","549"
"2021-09","04672","4672. 준빌딩 앞","정기","F","AGE_003","22","718.96","7.14","30836.75","608"
"2021-09","04672","4672. 준빌딩 앞","정기","F","AGE_004","10","306.47","3.30","14267.47","231"
"2021-09","04672","4672. 준빌딩 앞","정기","F","AGE_005","11","471.52","4.75","20431.01","372"
"2021-09","04672","4672. 준빌딩 앞","정기","F","AGE_006","14","424.64","4.10","17707.60","197"
"2021-09","04672","4672. 준빌딩 앞","정기","F","AGE_008","11","395.41","4.04","17473.53","202"
"2021-09","04672","4672. 준빌딩 앞","정기","M","AGE_001","3","255.82","2.74","11810.91","160"
"2021-09","04672","4672. 준빌딩 앞","정기","M","AGE_002","21","1383.10","11.40","49135.89","368"
"2021-09","04672","4672. 준빌딩 앞","정기","M","AGE_003","28","848.12","6.88","29659.28","280"
"2021-09","04672","4672. 준빌딩 앞","정기","M","AGE_004","27","1417.49","11.65","50170.33","536"
"2021-09","04672","4672. 준빌딩 앞","정기","M","AGE_005","9","594.02","4.90","21083.62","342"
"2021-09","04672","4672. 준빌딩 앞","정기","M","AGE_006","2","154.73","1.23","5280.00","54"
"2021-09","04672","4672. 준빌딩 앞","정기","M","AGE_008","9","396.36","3.41","14680.87","157"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","단체",\N,"AGE_005","2","176.53","1.60","6858.00","100"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","단체","F","AGE_002","2","36.37","0.39","1700.95","14"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","단체","M","AGE_001","2","27.35","0.27","1151.28","95"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","단체","M","AGE_003","4","93.25","0.84","3622.92","101"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","단체","M","AGE_008","2","219.62","1.61","6932.71","93"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(비회원)",\N,"AGE_008","2","398.80","3.59","15493.51","178"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)",\N,"AGE_001","9","234.56","2.27","9769.56","131"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)",\N,"AGE_002","48","2469.63","23.33","100658.13","993"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)",\N,"AGE_003","27","2585.94","21.77","93855.02","752"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)",\N,"AGE_004","4","835.88","6.80","29349.04","206"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)",\N,"AGE_005","1","94.43","0.85","3668.50","53"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)",\N,"AGE_008","1","3.37","0.03","141.90","40"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","","AGE_002","7","413.09","4.07","17576.90","262"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","F","AGE_001","3","254.66","2.15","9278.14","68"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","F","AGE_002","29","2627.55","27.14","116960.74","968"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","F","AGE_003","15","947.96","9.23","39817.40","496"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","F","AGE_004","10","631.70","6.26","27032.52","378"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","F","AGE_005","2","75.58","0.81","3470.00","83"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","F","AGE_007","1","51.65","0.47","2006.63","14"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","F","AGE_008","25","2112.08","20.24","87306.49","1046"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","M","AGE_001","6","213.80","1.88","8097.01","130"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","M","AGE_002","42","4875.86","43.03","185583.86","1476"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","M","AGE_003","21","2715.93","24.25","104456.01","922"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","M","AGE_004","11","1928.41","16.13","69471.12","809"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","M","AGE_005","2","36.67","0.34","1470.00","62"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","일일(회원)","M","AGE_008","7","1271.59","10.27","44246.03","324"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기",\N,"AGE_001","4","309.64","2.67","11483.01","88"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기",\N,"AGE_002","106","6519.90","62.83","270541.52","2606"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기",\N,"AGE_003","84","3119.51","28.96","124857.69","1540"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기",\N,"AGE_004","40","2856.02","21.37","92142.99","807"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기",\N,"AGE_005","29","1578.56","14.89","64056.64","1034"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기",\N,"AGE_006","7","2183.38","22.45","96729.77","520"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기",\N,"AGE_008","1","14.26","0.14","600.00","6"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","","AGE_002","43","915.61","6.52","28106.23","246"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","","AGE_003","1","12.77","0.10","430.00","3"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","","AGE_004","4","233.56","2.09","8997.08","412"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","","AGE_005","5","264.43","2.04","8858.84","66"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","F","AGE_001","4","170.38","1.87","8052.33","66"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","F","AGE_002","136","6777.00","74.15","319716.71","3064"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","F","AGE_003","49","2810.69","27.42","118196.57","1589"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","F","AGE_004","38","1033.05","10.56","45535.02","659"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","F","AGE_005","9","483.13","4.15","17855.96","113"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","F","AGE_006","1","40.41","0.45","1925.47","19"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","F","AGE_007","2","82.30","0.48","2078.30","13"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","F","AGE_008","46","1893.53","19.26","82887.07","876"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","M","AGE_001","3","143.86","1.24","5348.18","87"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","M","AGE_002","91","7005.04","60.53","260876.31","2133"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","M","AGE_003","138","8253.95","66.90","288299.90","2339"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","M","AGE_004","91","4709.17","40.51","174590.63","1545"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","M","AGE_005","14","1411.71","14.02","60459.69","683"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","M","AGE_006","7","266.24","2.01","8652.03","116"
"2021-09","04674","4674. 녹번역e편한세상 캐슬 정문 앞","정기","M","AGE_008","29","968.31","7.98","34359.75","425"
"2021-09","04676","4676. 갈현1동 주민센터","단체","M","AGE_002","3","196.19","1.39","5969.02","38"
"2021-09","04676","4676. 갈현1동 주민센터","일일(비회원)",\N,"AGE_008","8","1690.30","15.23","65667.69","487"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)",\N,"AGE_001","11","961.94","9.38","40419.12","477"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)",\N,"AGE_002","37","4651.73","38.41","165428.46","1322"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)",\N,"AGE_003","19","1159.65","9.18","39530.73","362"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)",\N,"AGE_004","5","211.65","1.60","6872.25","72"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)",\N,"AGE_008","4","424.66","4.05","17439.26","223"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","","AGE_002","3","48.21","0.44","1872.97","8"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","F","AGE_001","3","431.83","3.94","16980.00","139"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","F","AGE_002","9","772.06","7.71","33259.86","453"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","F","AGE_003","3","297.67","2.86","12312.84","129"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","F","AGE_004","1","42.96","0.43","1870.57","20"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","F","AGE_005","2","241.58","2.11","9105.31","114"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","F","AGE_008","8","794.70","7.51","32328.58","383"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","M","AGE_001","12","1654.10","14.89","64198.93","617"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","M","AGE_002","20","2275.61","17.17","74044.72","558"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","M","AGE_003","4","493.71","3.84","16550.00","121"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","M","AGE_004","3","106.50","0.80","3455.83","51"
"2021-09","04676","4676. 갈현1동 주민센터","일일(회원)","M","AGE_005","2","470.32","3.58","15459.40","112"
